id,video_id,sentence
1,vid239.mp4,一个小猫在舔舐牛奶
2,vid353.mp4,一个女人在攀爬岩壁
3,vid1349.mp4,一个男人把三个南瓜叠在了一起
4,vid1075.mp4,一只小兔子在清理爪子
6,vid604.mp4,一对夫妻在交谈
7,vid1934.mp4,一个男人在吹长笛
8,vid715.mp4,一个人在喝一杯里面有一只活鱼的水
9,vid1153.mp4,一群斑马站在草地上
10,vid807.mp4,一个人用刀子把洋葱切成圈圈
11,vid1114.mp4,蔬菜放入搅拌机
12,vid204.mp4,一个女人正在给宝宝涂乳液
13,vid514.mp4,两个男人在跳水
14,vid812.mp4,一个小女孩在用手语交流
15,vid55.mp4,一个人在用到切鸡蛋
16,vid513.mp4,三个人在对一辆车乱搞
17,vid687.mp4,一个男人在弹吉他
18,vid1173.mp4,一个人在玩单板滑雪。
19,vid1278.mp4,一个人在玩滑板
20,vid1588.mp4,一个女人在唱歌
21,vid742.mp4,一只狗坐下然后吠。
22,vid998.mp4,一个人在用螺丝刀拆除摄像头
23,vid1109.mp4,猴子在吃东西
24,vid733.mp4,一个男人手里拿着一只小动物
25,vid1509.mp4,一个男的在作死骑摩托车
26,vid765.mp4,一个小朋友边弹吉他边唱歌。
27,vid1085.mp4,一个男人坐在床边上穿鞋子
29,vid1079.mp4,一个小男孩在用剪刀剪纸
31,vid736.mp4,一个人在用滴管向烧热的平底锅中滴水
32,vid1470.mp4,把蒜切成蒜末。
33,vid868.mp4,女人躺在橡皮船里。
34,vid418.mp4,两头牛在犁地。
35,vid833.mp4,一个女孩在用勺子挖鳄梨
36,vid1386.mp4,一个足球守门员做了一次扑救
37,vid1519.mp4,一个人骑自行车穿过树林
38,vid1256.mp4,那个人在舞台上表演了一个滑稽的舞蹈
39,vid752.mp4,一只狗把棍子叼过一道门
40,vid717.mp4,一个人在劈柴
41,vid1658.mp4,一个男人正在向一个女人说话
42,vid57.mp4,一个纸袋卡在了猫头上
43,vid640.mp4,一个人在往面包上撒调料
44,vid1393.mp4,一个穿绿衣服的人从阁楼里走出来
45,vid12.mp4,一个人在吹长笛。
46,vid1753.mp4,一个人把车屁股抬了起来。
47,vid1120.mp4,一只小狗在楼梯上摇尾巴并走来走去。
48,vid690.mp4,两个拿着汉堡的人在交谈。
49,vid534.mp4,一个男孩在唱歌。
50,vid1697.mp4,狗在水上跑。
51,vid1741.mp4,男人骑自行车带着女人。
52,vid647.mp4,拄拐杖的人被群殴。
53,vid1157.mp4,穿泳衣的人在跳水。
54,vid934.mp4,将洋葱切片。
55,vid1645.mp4,一个人用刀切鱼。
56,vid1064.mp4,一辆轿车炸了。
58,vid862.mp4,一个人在用吉他弹唱。
59,vid927.mp4,男人在健身。
60,vid1465.mp4,一组乐队在表演。
62,vid435.mp4,一只猫在看多米诺骨牌。
63,vid1769.mp4,一男一女在吃饭。
64,vid1107.mp4,雨伞被水冲走了。
65,vid593.mp4,一只狐猴坐在地上。
66,vid214.mp4,帆船在海上行驶。
67,vid998.mp4,一个人在拆卸摄像头。
69,vid142.mp4,一只鹦鹉在讲话。
